date,site,observer,measurement_type,plot,monolayer,plot_location,bed_depth,mussel_length,top,under,entered_by,checked_by,notes
2018-09-13,West Beach,KB/AG/FB,Mussel length,1,N,NA,NA,70,1,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,2,N,NA,NA,20,1,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,2,N,NA,NA,40,2,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,2,N,NA,NA,50,3,1,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,2,N,NA,NA,70,2,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,2,N,NA,NA,80,1,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,2,N,NA,NA,90,1,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,3,N,NA,NA,20,1,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,3,N,NA,NA,30,1,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,3,N,NA,NA,60,2,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,3,N,NA,NA,70,3,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,3,N,NA,NA,80,2,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,3,N,NA,NA,90,1,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,4,N,NA,NA,20,NA,1,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,4,N,NA,NA,30,2,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,4,N,NA,NA,40,1,2,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,4,N,NA,NA,50,2,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,4,N,NA,NA,60,3,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,4,N,NA,NA,70,1,1,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,4,N,NA,NA,80,1,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,5,N,NA,NA,30,1,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,5,N,NA,NA,40,2,1,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,5,N,NA,NA,50,4,1,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,5,N,NA,NA,60,1,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,5,N,NA,NA,70,1,1,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel length,5,N,NA,NA,90,1,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,1,N,1,56,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,1,N,2,142,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,1,N,3,136,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,1,N,4,0,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,1,N,5,101,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,2,N,1,110,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,2,N,2,118,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,2,N,3,53,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,2,N,4,143,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,2,N,5,155,NA,NA,NA,NA,GSB,bed depth deeper than calipers
2018-09-13,West Beach,KB/AG/FB,Mussel depth,3,N,1,95,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,3,N,2,108,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,3,N,3,138,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,3,N,4,35,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,3,N,5,100,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,4,N,1,58,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,4,N,2,155,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,4,N,3,155,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,4,N,4,90,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,4,N,5,120,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,5,N,1,51,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,5,N,2,73,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,5,N,3,74,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,5,N,4,82,NA,NA,NA,NA,GSB,NA
2018-09-13,West Beach,KB/AG/FB,Mussel depth,5,N,5,40,NA,NA,NA,NA,GSB,NA
2018-09-11,North Beach,FB/DVM,Mussel length,1,N,NA,NA,10,1,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,1,N,NA,NA,20,4,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,1,N,NA,NA,40,4,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,1,N,NA,NA,50,1,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,2,N,NA,NA,20,3,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,2,N,NA,NA,30,2,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,2,N,NA,NA,40,3,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,2,N,NA,NA,60,2,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,3,N,NA,NA,20,1,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,3,N,NA,NA,30,3,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,3,N,NA,NA,40,2,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,3,N,NA,NA,50,2,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,3,N,NA,NA,60,2,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,4,N,NA,NA,30,1,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,4,N,NA,NA,40,3,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,4,N,NA,NA,50,1,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,4,N,NA,NA,60,4,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,4,N,NA,NA,70,1,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,5,N,NA,NA,20,1,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,5,N,NA,NA,30,4,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,5,N,NA,NA,40,2,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,5,N,NA,NA,50,1,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel length,5,N,NA,NA,60,2,NA,AG,TF,did not record certainty level
2018-09-11,North Beach,FB/DVM,Mussel depth,1,N,1,80,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,1,N,2,30,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,1,N,3,80,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,1,N,4,70,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,1,N,5,30,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,2,N,1,0,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,2,N,2,0,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,2,N,3,0,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,2,N,4,0,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,2,N,5,30,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,3,N,1,60,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,3,N,2,50,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,3,N,3,90,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,3,N,4,80,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,3,N,5,60,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,4,N,1,110,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,4,N,2,60,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,4,N,3,100,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,4,N,4,110,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,4,N,5,80,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,5,N,1,40,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,5,N,2,80,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,5,N,3,60,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,5,N,4,90,NA,NA,NA,AG,TF,NA
2018-09-11,North Beach,FB/DVM,Mussel depth,5,N,5,70,NA,NA,NA,AG,TF,NA
2018-08-11,North Beach,GSB,Mussel length,1,Y,NA,NA,30,3,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,1,Y,NA,NA,40,2,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,1,Y,NA,NA,50,3,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,1,Y,NA,NA,60,2,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,1,Y,NA,NA,70,2,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,2,N,NA,NA,30,4,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,2,N,NA,NA,40,2,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,2,N,NA,NA,50,4,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,3,Y,NA,NA,40,1,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,3,Y,NA,NA,50,1,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,3,Y,NA,NA,60,5,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,3,Y,NA,NA,70,3,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,4,Y,NA,NA,30,2,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,4,Y,NA,NA,40,4,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,4,Y,NA,NA,70,2,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,4,Y,NA,NA,80,2,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,5,Y,NA,NA,30,2,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,5,Y,NA,NA,40,1,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,5,Y,NA,NA,50,4,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,5,Y,NA,NA,60,1,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,5,Y,NA,NA,70,1,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel length,5,Y,NA,NA,80,1,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,1,Y,1,90,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,1,Y,2,80,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,1,Y,3,30,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,1,Y,4,40,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,1,Y,5,30,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,2,N,1,0,NA,NA,NA,TF,TF,no bed
2018-08-11,North Beach,GSB,Mussel depth,2,N,2,0,NA,NA,NA,TF,TF,no bed
2018-08-11,North Beach,GSB,Mussel depth,2,N,3,0,NA,NA,NA,TF,TF,no bed
2018-08-11,North Beach,GSB,Mussel depth,2,N,4,0,NA,NA,NA,TF,TF,no bed
2018-08-11,North Beach,GSB,Mussel depth,2,N,5,0,NA,NA,NA,TF,TF,no bed
2018-08-11,North Beach,GSB,Mussel depth,3,Y,1,70,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,3,Y,2,40,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,3,Y,3,90,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,3,Y,4,90,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,3,Y,5,60,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,4,Y,1,50,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,4,Y,2,60,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,4,Y,3,80,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,4,Y,4,70,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,4,Y,5,70,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,5,Y,1,40,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,5,Y,2,40,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,5,Y,3,60,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,5,Y,4,50,NA,NA,NA,TF,TF,NA
2018-08-11,North Beach,GSB,Mussel depth,5,Y,5,70,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,1,N,1,70,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,1,N,2,50,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,1,N,3,30,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,1,N,4,80,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,1,N,5,20,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,2,N,1,110,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,2,N,2,90,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,2,N,3,90,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,2,N,4,60,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,2,N,5,80,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,3,N,1,90,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,3,N,2,160,NA,NA,NA,TF,TF,*estimate- layer was too deep to measure
2018-08-12,Fifth Beach,KH,Mussel depth,3,N,3,90,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,3,N,4,100,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,3,N,5,70,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,4,N,1,80,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,4,N,2,160,NA,NA,NA,TF,TF,*estimate- layer was too deep to measure
2018-08-12,Fifth Beach,KH,Mussel depth,4,N,3,140,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,4,N,4,130,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,4,N,5,70,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,5,N,1,110,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,5,N,2,140,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,5,N,3,100,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,5,N,4,100,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel depth,5,N,5,90,NA,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,1,N,NA,NA,20,1,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,1,N,NA,NA,40,NA,3,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,1,N,NA,NA,50,NA,1,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,1,N,NA,NA,60,NA,3,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,1,N,NA,NA,70,NA,1,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,1,N,NA,NA,90,NA,1,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,2,N,NA,NA,50,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,2,N,NA,NA,60,NA,1,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,2,N,NA,NA,70,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,2,N,NA,NA,80,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,2,N,NA,NA,90,NA,1,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,2,N,NA,NA,100,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,3,N,NA,NA,30,1,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,3,N,NA,NA,50,NA,1,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,3,N,NA,NA,60,NA,2,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,3,N,NA,NA,70,NA,1,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,3,N,NA,NA,80,NA,2,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,3,N,NA,NA,90,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,4,N,NA,NA,40,NA,1,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,4,N,NA,NA,50,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,4,N,NA,NA,60,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,4,N,NA,NA,70,NA,1,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,4,N,NA,NA,80,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,5,N,NA,NA,40,NA,2,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,5,N,NA,NA,50,NA,2,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,5,N,NA,NA,70,NA,NA,TF,TF,NA
2018-08-12,Fifth Beach,KH,Mussel length,5,N,NA,NA,90,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,1,N,1,60,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,1,N,2,80,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,1,N,3,80,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,1,N,4,40,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,1,N,5,60,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,2,N,1,0,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,2,N,2,0,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,2,N,3,0,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,2,N,4,0,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,2,N,5,0,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,3,N,1,80,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,3,N,2,100,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,3,N,3,110,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,3,N,4,90,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,3,N,5,70,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,4,N,1,120,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,4,N,2,100,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,4,N,3,160,NA,NA,NA,TF,TF,*estimate- layer was too deep to measure
2018-06-17,North Beach,OP,Mussel depth,4,N,4,90,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,4,N,5,130,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,5,N,1,60,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,5,N,2,120,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,5,N,3,60,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,5,N,4,50,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel depth,5,N,5,80,NA,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,1,N,NA,NA,20,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,1,N,NA,NA,30,1,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,1,N,NA,NA,40,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,1,N,NA,NA,50,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,1,N,NA,NA,80,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,1,N,NA,NA,90,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,2,N,NA,NA,30,4,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,2,N,NA,NA,40,2,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,2,N,NA,NA,50,1,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,2,N,NA,NA,60,2,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,3,N,NA,NA,40,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,3,N,NA,NA,50,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,3,N,NA,NA,60,1,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,3,N,NA,NA,70,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,3,N,NA,NA,90,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,4,N,NA,NA,20,1,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,4,N,NA,NA,30,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,4,N,NA,NA,40,2,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,4,N,NA,NA,50,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,4,N,NA,NA,60,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,4,N,NA,NA,70,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,5,N,NA,NA,30,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,5,N,NA,NA,40,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,5,N,NA,NA,50,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,5,N,NA,NA,60,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,5,N,NA,NA,70,NA,NA,TF,TF,NA
2018-06-17,North Beach,OP,Mussel length,5,N,NA,NA,80,NA,NA,TF,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel length,1,N,NA,NA,10,1,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel length,1,N,NA,NA,20,3,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel length,1,N,NA,NA,30,2,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel length,1,N,NA,NA,40,3,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel length,1,N,NA,NA,70,1,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel depth,1,N,1,40,NA,NA,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel depth,1,N,2,20,NA,NA,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel depth,1,N,3,40,NA,NA,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel depth,1,N,4,60,NA,NA,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel depth,1,N,5,50,NA,NA,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel length,2,N,NA,NA,20,3,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel length,2,N,NA,NA,30,1,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel length,2,N,NA,NA,40,3,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel length,2,N,NA,NA,50,1,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel length,2,N,NA,NA,60,2,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel depth,2,N,1,90,NA,NA,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel depth,2,N,2,60,NA,NA,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel depth,2,N,3,50,NA,NA,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel depth,2,N,4,120,NA,NA,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel depth,2,N,5,90,NA,NA,NA,KH,TF,NA
2018-09-14,Fifth Beach,DVM,Mussel length,3,N,NA,NA,20,4,NA,KH,TF,NA
